eGRID2016 Plant file sequence number,Plant state abbreviation,Plant name,Plant latitude,Plant longitude,Plant primary fuel,Plant capacity factor,Plant nameplate capacity (MW),Plant annual net generation (MWh),Plant annual CO2 equivalent emissions (tons)
SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,CAPFAC,NAMEPCAP,PLNGENAN,PLCO2EQA
6736,NM,South Valley Solar Energy Center,34.986073,-106.736129,SUN,0.2823,10,24725,0
6737,NM,Southside Water Reclamation Plant,35.016111,-106.669722,NG,0.6315,6.6,36512,"13,938"
6738,NM,Springer Solar 1,36.398056,-104.594167,SUN,0.2946,1,2581,0
6739,NM,SPS1 Dollarhide,32.12743,-103.137825,SUN,0.1362,10,11929,0
6740,NM,SPS2 Jal,32.183611,-103.183056,SUN,0.1386,10,12145,0
6741,NM,SPS3 Lea,32.469722,-103.323333,SUN,0.1317,10,11535,0
6742,NM,SPS4 Monument,32.681944,-103.303611,SUN,0.1426,10.1,12616,0
6743,NM,SPS5 Hopi,32.345556,-104.234722,SUN,0.1413,10.1,12504,0
6744,NM,Sterling I Wind Farm,33.3596,-103.25058,WND,,29.9,,
6745,NM,Storrie Lake Solar Project,35.656944,-105.183889,SUN,0.2044,1.9,3402,0
6746,NM,Sue Cleveland High School,35.313333,-106.657778,SUN,0.2586,1,2265,0
6747,NM,SunE EPE1 LLC,32.034383,-106.340986,SUN,0.1645,10,14410,0
6748,NM,SunE EPE2 LLC,32.251667,-106.913333,SUN,0.3049,12,32050,0
6749,NM,Texico Wind Ranch LP,34.36,-103.0667,WND,0.2614,1.9,4351,0
6750,NM,TSGT Mobile Generator #15,36.934,-106.9865,DFO,,2,,
6751,NM,Tucumcari,35.168056,-103.718055,DFO,,16.1,,
6752,NM,Univ New Mexico Cogen Plant,35.120278,-106.609722,NG,,2.5,,
6753,NM,Valencia Power Plant,34.611549,-106.732234,NG,0.0106,655.8,60911,"44,043"
6754,NM,Wal-Mart Truth or Consequences PV,33.1526,-107.249831,SUN,0.2134,1,1869,0
6755,NM,Wildcat Wind,32.952778,-103.285278,WND,0.385,27.3,92061,0
6756,NM,WSMR I,32.395833,-106.47722,SUN,0.2178,4.6,8775,0
6757,NV,Aiya Solar Project,36.685,-114.646,SUN,,100,,
6758,NV,Apex Generating Station,36.415999,-114.960916,NG,0.6508,600.6,3423755,"1,428,236"
6759,NV,Apex Solar PV Power Project,36.39,-114.97,SUN,0.2981,20,52232,0
6760,NV,Battle Mountain,40.6253,-116.9131,DFO,,8,,
6761,NV,Battle Mountain Solar Project,40.718433,-117.06143,SUN,,101,,
6762,NV,Beowawe Power,40.5547,-116.6175,GEO,0.5796,20.6,104584,"8,489"
6763,NV,"Boulder Solar II, LLC",35.85,-114.944,SUN,,50,,
6764,NV,"Boulder Solar Power, LLC",35.348,-114.97,SUN,0.0123,100,10740,0
6765,NV,Brady,39.796032,-119.010013,GEO,0.1852,32.9,53387,"4,334"
6766,NV,Brunswick,39.1522,-119.7478,DFO,,6,,
6767,NV,"CC Landfill Energy, LLC",36.35867,-114.87483,LFG,0.2819,12,29633,0
6768,NV,Chuck Lenzie Generating Station,36.383719,-114.921779,NG,0.4942,"1,465.60",6344882,"2,781,548"
6769,NV,CityCenter Central Plant Cogen Units,36.1039,-115.1794,NG,0.8681,8.6,65397,"21,546"
6770,NV,Clark,36.0875,-115.0507,NG,0.0662,"1,565.60",907543,"170,709"
6771,NV,CM10,35.7881,-114.9933,SUN,0.2176,10,19061,0
6772,NV,CM48,35.7814,-114.9933,SUN,0.2338,48,98291,0
6773,NV,Copper Mountain Solar 2,35.786389,-114.962778,SUN,0.2644,154,356633,0
6774,NV,Copper Mountain Solar 3,35.889419,-114.957912,SUN,0.2712,255,605854,0
6775,NV,"Copper Mountain Solar 4, LLC",35.78222,-114.975375,SUN,0.0524,93.6,42979,0
6776,NV,Crescent Dunes Solar Energy,38.238889,-117.36361,SUN,0.1163,125,127338,0
6777,NV,Desert Peak Power Plant,39.753999,-118.953497,GEO,0.2596,37,84146,"6,830"
6778,NV,Desert Star Energy Center,35.788889,-114.994167,NG,0.2605,536,1223034,"560,475"
6779,NV,Dixie Valley Power Partnership,39.9668,-117.8558,GEO,,28,,
6780,NV,Don A Campbell 1 Geothermal,38.836667,-118.323889,GEO,0.8912,22.5,175650,0
6781,NV,Don A Campbell 2 Geothermal,38.835836,-118.325339,GEO,0.799,25,174984,0
6782,NV,Ely Energy Center,39.5,-114.783333,SUB,,"1,500.00",,
6783,NV,Empire,40.3714,-119.4092,GEO,,4.8,,
6784,NV,ENEL Salt Wells LLC,39.2944,-118.5725,GEO,0.5028,23.6,103937,0
6785,NV,Fallon,39.472222,-118.791111,DFO,,2,,
6786,NV,Fleish,39.2851,-119.5933,WAT,0.3382,2,5926,0
6787,NV,Fort Churchill,39.1281,-119.1322,NG,0.1349,230,271863,"191,737"
6788,NV,Ft. Churchill PV,39.128056,-119.14,SUN,0.2286,19.9,39842,0
6789,NV,Gabbs,38.7714,-117.6869,DFO,,5.4,,
6790,NV,Galena 2 Geothermal Power Plant,39.373189,-119.764507,GEO,0.3264,13.5,38599,0
6791,NV,Galena 3 Geothermal Power Plant,39.388722,-119.748908,GEO,0.551,30,144796,0
6792,NV,Goodsprings Waste Heat Recovery,35.809444,-115.411389,NG,0.3201,7.5,21028,0
6793,NV,Harry Allen,36.430554,-114.902405,NG,0.5464,745,3565578,"1,512,329"
6794,NV,Hoover Dam (NV),36.01551,-114.738006,WAT,0.192,"1,039.40",1748122,0
6795,NV,IKEA Las Vegas 462,36.068926,-115.280825,SUN,0.1344,1,1177,0
6796,NV,Jersey Valley Geothermal Power Plant,40.1808,-117.4739,GEO,0.3487,23.5,71773,0
6797,NV,Lahontan,39.4625,-119.0667,WAT,0.0656,3.8,2183,0
6798,NV,Las Vegas Generating Station,36.2319,-115.1222,NG,0.1165,358.9,366345,"190,939"
6799,NV,Las Vegas WPCF Solar Plant,36.134444,-115.035278,SUN,0.2355,3.3,6808,0
6800,NV,Luning Energy,38.546947,-118.19156,SUN,,50,,
6801,NV,McGinness Hills,39.5911,-116.9119,GEO,0.8667,100,759204,0
6802,NV,Moapa Paiute Energy Center,36.702,-114.5125,NG,,"1,210.00",,
6803,NV,Moapa Southern Paiute,36.52995,-114.770308,SUN,0.0352,250,77107,0
6804,NV,Mohave,35.1458,-114.5917,SUB,,"1,636.20",,
6805,NV,Mountain View Solar,36.390556,-114.964444,SUN,0.3032,20,53118,0
6806,NV,Nellis Air Force Base Solar Array,36.260278,-115.0544,SUN,0.1608,14,19725,0
6807,NV,Nellis Solar PV II,36.206672,-115.047703,SUN,0.3087,15,40566,0
6808,NV,Nevada Cogen Assoc#1 GarnetVly,36.343229,-114.920686,NG,0.8737,94.8,725553,"304,787"
6809,NV,Nevada Cogen Associates 2 Black Mountain,36.2253,-114.8783,NG,0.8631,96.3,728059,"295,549"
6810,NV,Nevada Solar One,35.799798,-114.98173,NG,0.1797,75.7,119131,"1,842"
6811,NV,New Lahontan,39.463569,-119.065227,WAT,0.3058,4,10716,0
6812,NV,NGP Blue Mountain I LLC,40.9961,-118.1414,GEO,0.4223,63.9,236398,0
6813,NV,North Valmy,40.881317,-117.151605,SUB,0.1954,567,970557,"1,096,947"
6814,NV,"NRG Solar Las Vegas MB 2, LLC",36.087426,-115.175381,SUN,0.0887,1.9,1477,0
6815,NV,NRG Solar Las Vegas MB-1,36.088611,-115.177778,SUN,0.2119,5,9281,0
6816,NV,Patua Geothermal Project Phase 1A,39.585833,-119.073056,GEO,0.2249,58.6,115450,0
6817,NV,Playa Solar,36.408,-114.908,SUN,,79,,
6818,NV,Playa Solar 2,36.408,-114.908,SUN,,100,,
6819,NV,Reid Gardner,36.657347,-114.633263,BIT,0.057,636.8,318172,"456,290"
6820,NV,Richard Burdette Geothermal,39.390843,-119.754593,GEO,0.5638,30,148168,0
6821,NV,River Mountains Solar,36.031616,-114.929399,SUN,0.2773,14.4,34985,0
6822,NV,Saguaro Power,36.0417,-115.0117,NG,0.6768,127.2,754186,"286,425"
6823,NV,San Emidio,40.380556,-119.399722,GEO,0.726,11.8,75049,0
6824,NV,Searchlight Solar,35.479722,-114.936111,SUN,0.3172,17.5,48624,0
6825,NV,Searchlight Wind,35.466944,-114.873611,WND,,200,,
6826,NV,Silver State Solar Power North,35.793056,-115.35028,SUN,0.2581,52,117546,0
6827,NV,Silver State Solar Power South,35.63,-115.32,SUN,0.2551,250,558588,0
6828,NV,Silverhawk,36.4078,-114.9606,NG,0.4645,664.7,2704702,"1,220,435"
6829,NV,"Snow Mountain Solar, LLC",36.342536,-115.358069,SUN,,100,,
6830,NV,Soda Lake Geothermal No I II,39.557,-118.8383,GEO,0.3062,26.1,70003,0
6831,NV,Spectrum Solar PV Power Project,36.23,-114.87,SUN,0.3115,30,81849,0
6832,NV,Spring Valley Wind Project,39.104167,-114.492222,WND,0.2617,150,343865,0
6833,NV,Steamboat 1,39.3939,-119.7537,GEO,,8.4,,
6834,NV,Steamboat 1A Power Plant,39.3939,-119.7537,GEO,0,2.4,0,
6835,NV,Steamboat Hills LP,39.37,-119.766944,GEO,0.4725,21.8,90236,"7,325"
6836,NV,Steamboat II,39.395603,-119.746762,GEO,0.4019,18.2,64067,0
6837,NV,Steamboat III,39.394444,-119.7475,GEO,0.4444,18.2,70857,0
6838,NV,Stillwater Facility,39.547537,-118.555613,SUN,0.2236,90.2,176671,0
6839,NV,Sun Peak Generating Station,36.1375,-115.0339,NG,0.0104,222,20192,"15,838"
6840,NV,Sunrise,36.1384,-115.036,NG,,166.6,,
6841,NV,Sunshine Valley Solar,36.518,-116.497,SUN,,100,,
6842,NV,Terra-Gen Dixie Valley,39.9663,-117.8557,GEO,0.9346,60.5,495329,"40,207"
6843,NV,Townsite Solar Project,35.937336,-114.883999,SUN,,180,,
6844,NV,Tracy,39.5625,-119.525,NG,0.3886,"1,182.90",4026970,"1,864,319"
6845,NV,Tri-Center Naniwa Energy,39.55715,-119.517834,NG,0,380,0,
6846,NV,TS Power Plant,40.7461,-116.5297,SUB,0.2482,409.6,890722,"1,001,059"
6847,NV,Tungsten Mountain,39.667002,-117.693658,GEO,,37,,
6848,NV,Tuscarora Geothermal Power Plant,41.4828,-116.1511,GEO,0.6349,24,133481,0
6849,NV,Valley Road,39.5472,-119.795,DFO,,6,,
6850,NV,Verdi,39.3125,-119.585,WAT,0.6656,2.4,13993,0
6851,NV,Wabuska,39.164129,-119.180068,GEO,0.1929,5.4,9125,0
6852,NV,Walter M. Higgins III Generating Station,35.6139,-115.3561,NG,0.5825,688.4,3512565,"1,518,865"
6853,NV,Washoe,39.3022,-119.5604,WAT,0.3635,2.6,8279,0
6854,NV,Waste Management Lockwood LFGTE,39.493315,-119.620304,LFG,0.9144,3.2,25631,0
6855,NV,Western 102 Power Plant,39.5603,-119.5108,NG,0.2699,118.6,280397,"146,176"
6856,NV,Winnemucca,40.9581,-117.7375,NG,,14.9,,
6857,NY,23rd and 3rd,40.6631,-74,NG,0.1379,94,113532,"73,564"
6858,NY,59th Street,40.771285,-73.99115,KER,0.0004,17.1,57,150
6859,NY,74th Street,40.768,-73.9515,KER,0.0016,37,521,933
6860,NY,AG - Energy,44.7258,-75.4417,NG,,99.3,,
6861,NY,Al Turi,41.40432,-74.37671,LFG,0.3381,2.4,7109,0
6862,NY,Albany Medical Ctr Cogen Plant,42.655,-73.7777,NG,0.8012,4.6,32284,"10,951"
6863,NY,Alice Falls Hydro Project,44.519153,-73.464752,WAT,0.0062,2.1,114,0
6864,NY,Allegany Station No. 133,42.5027,-78.0686,NG,0.1482,67,86953,"43,575"
6865,NY,Allegany Wind Farm,42.036944,-78.534444,WND,,72.5,,
6866,NY,Allens Falls,44.660338,-74.860265,WAT,0.5758,4,20175,0
6867,NY,Arthur Kill,40.591564,-74.200035,NG,0.1396,895.5,1095259,"735,517"
6868,NY,Ashokan,41.949,-74.2063,WAT,0.2699,4.6,10876,0
6869,NY,Astoria Energy,40.781321,-73.896618,NG,0.5755,"1,245.00",6276577,"2,711,535"
6870,NY,Astoria Gas Turbine Power,40.787,-73.9048,NG,0.0083,666.1,48144,"43,232"
6871,NY,Astoria Generating Station,40.787674,-73.912561,NG,0.0697,"1,345.00",821337,"604,590"
6872,NY,Athens Generating Company,42.2728,-73.8492,NG,0.3426,"1,323.00",3970483,"1,669,782"
6873,NY,Auburn LFG Energy Facility,42.944093,-76.593944,LFG,0.1345,3.3,3889,0
6874,NY,Auburn State Street,42.9278,-76.5921,NG,0.004,7,245,176
6875,NY,Baron Winds Farm,42.375,-77.593,WND,,250,,
6876,NY,Bassett Medical Center,42.6944,-74.9242,DFO,0.0006,5.6,30,25
6877,NY,Batavia Energy,42.9828,-78.1592,NG,0.0824,67.3,48591,"26,422"
6878,NY,Bayswater Peaking Facility,40.610654,-73.762218,NG,0.4274,60.5,226511,"150,878"
6879,NY,Beardslee,43.019113,-74.741349,WAT,0.2568,20,44997,0
6880,NY,"Beaver Falls, LLC",43.8861,-75.4342,NG,0.0029,107.8,2741,"1,007"
6881,NY,Beebee Island Hydro Plant,43.9767,-75.9072,WAT,0.5315,9,41902,0
6882,NY,Belfort,43.9275,-75.3331,WAT,0.6186,2,10838,0
6883,NY,Bennetts Bridge,43.5317,-75.9531,WAT,0.2716,36,85659,0
6884,NY,Bethlehem - East,42.539006,-73.824295,SUN,0.0647,1.7,963,0
6885,NY,Bethlehem - West,42.539006,-73.824295,SUN,0.1517,1,1329,0
6886,NY,Bethlehem Energy Center (Albany),42.594196,-73.763752,NG,0.4593,"1,293.10",5202357,"2,155,018"
6887,NY,Bethpage Energy Center,40.7469,-73.4994,NG,0.3756,240,789720,"434,628"
6888,NY,Binghamton Cogen Plant,42.107192,-75.927782,NG,0.0727,47.7,30366,"18,205"
6889,NY,Black Oak Wind Farm,42.40222,-76.6704,WND,,16.1,,
6890,NY,Black River,44.000122,-75.813151,WAT,0.4411,6,23186,0
6891,NY,"Black River Generation, LLC",44.03647,-75.77204,WDS,0.6387,55.5,310543,"51,079"
6892,NY,Black River Hydro Associates,43.591246,-75.344207,WAT,0.1658,5.7,8278,0
6893,NY,Blake,44.506474,-74.753442,WAT,0.3922,15,51528,0
6894,NY,Blenheim Gilboa,42.4423,-74.4479,WAT,0,"1,000.00",-186162,0
6895,NY,Bowline Generating Station,41.2044,-73.9689,NG,0.0794,"1,992.00",1386146,"869,851"
6896,NY,Brentwood,40.787062,-73.293412,NG,0.1267,47,52143,"31,129"
6897,NY,Brentwood Solar,40.781389,-73.243889,SUN,0.0136,1,119,0
6898,NY,Bronx Zoo,40.844114,-73.876888,NG,0.6911,3.6,21793,"7,484"
6899,NY,Brookfield Power Glen Falls Hydro,43.308505,-73.636584,WAT,0.4746,11.8,49055,0
6900,NY,Brooklyn Navy Yard Cogeneration,40.699357,-73.976392,NG,0.7406,322,2088987,"721,041"
6901,NY,Broome County,42.104731,-75.93073,SUN,,4,,
6902,NY,Browns Falls,44.211407,-75.059441,WAT,0.3114,16,43646,0
6903,NY,Cadyville,44.695,-73.6219,WAT,0.4969,5.5,23940,0
6904,NY,Caithness Long Island Energy Center,40.8142,-72.9403,NG,0.8284,348.9,2531727,"1,034,764"
6905,NY,Calverton,40.921086,-72.743701,SUN,0.1511,3.9,5162,0
6906,NY,Canandaigua Solar Array,42.86887,-77.284561,SUN,0,2,0,
6907,NY,Canandaigua Westbrook Solar Array,42.869086,-77.28446,SUN,,2,,
6908,NY,Carr Street Generating Station,43.06132,-76.08239,NG,0.169,122.6,181451,"90,950"
6909,NY,Carthage Energy,43.9842,-75.6225,NG,0.0189,62.9,10397,"5,636"
6910,NY,Carver Falls,43.6262,-73.3073,WAT,0.3261,1.9,5428,0
6911,NY,Cassadaga  Wind Farm,42.338333,-79.195556,WND,,126,,
6912,NY,"Castleton Power, LLC",42.5375,-73.7433,NG,0.42,72,264880,"140,675"
6913,NY,"Cayuga Operating Company, LLC",42.6028,-76.6336,BIT,0.2006,322.5,566747,"637,402"
6914,NY,Cedar Creek PV,40.64889,-73.506672,SUN,,1.8,,
6915,NY,Center Falls,43.096677,-73.460172,WAT,0.2523,1.1,2431,0
6916,NY,Central Hudson High Falls,41.828814,-74.131877,WAT,0.0052,3.2,147,0
6917,NY,Chaffee Gas Recovery,42.5831,-78.4864,LFG,0.9602,6.4,53835,0
6918,NY,Charles P Keller,40.658333,-73.640556,NG,0.0014,33.8,425,"1,471"
6919,NY,Charles Poletti,40.776389,-73.910833,RFO,,883,,
6920,NY,Chasm,44.7533,-74.2169,WAT,0.7222,3,18979,0
6921,NY,Chasm Hydro Partnership,44.9318,-74.1125,WAT,0.2747,1.6,3850,0
6922,NY,Chateaugay High Falls Hydro,44.909915,-74.085798,WAT,0.3469,1.7,5166,0
6923,NY,Chautauqua LFGTE Facility,42.1989,-79.3186,LFG,0.522,9.6,43899,0
6924,NY,Clarkson Solar,44.671944,-74.949444,SUN,0.1533,2,2686,0
6925,NY,Clarkstown Landfill Solar Facility,41.100409,-73.951593,SUN,0.1626,2,2848,0
6926,NY,Clinton LFGTE Facility,44.6917,-73.5944,LFG,0.6046,6.4,33896,0
6927,NY,Cohalan,40.762465,-73.194441,SUN,0.1479,4,5181,0
6928,NY,Cohocton Wind Project,42.45,-77.52,WND,0.2379,87.5,182377,0
6929,NY,Colonie LFGTE Facility,42.803325,-73.726741,LFG,0.6225,6.4,34902,0
6930,NY,Colton,44.5839,-74.9583,WAT,0.5499,36,173416,0
6931,NY,Copenhagen Plant,43.899745,-75.660268,WAT,0.2808,3.3,8116,0
6932,NY,Copenhagen Wind Farm,43.913056,-75.698611,WND,,79.9,,
6933,NY,Cornell Geneva Solar Farm,42.866,-77.031,SUN,0.1683,2,2948,0
6934,NY,Cornell Hydro,42.451922,-76.485092,WAT,0.2579,1.9,4292,0
6935,NY,Cornell Snyder Road Solar Array,42.4975,-76.46,SUN,0.1445,1.8,2279,0
6936,NY,Cornell University Ithaca Campus,42.4428,-76.4764,NG,0.75,39.5,259517,"48,828"
6937,NY,Covanta Babylon Inc,40.7348,-73.3868,MSW,0.7815,17,116383,"121,724"
6938,NY,Covanta Hempstead,40.7389,-73.5906,MSW,0.8319,78.6,572813,"532,415"
6939,NY,Covanta Niagara,43.0839,-79.0056,NG,0.3364,50,147323,"73,297"
6940,NY,CPV Valley Energy Center,41.4122,-74.4378,NG,,770.5,,
6941,NY,Crescent,42.8056,-73.72264,WAT,0.4031,11.6,40963,0
6942,NY,Cricket Valley Energy,41.676111,-73.581111,NG,,"1,170.00",,
6943,NY,"Cummins, Inc",42.08124,-79.36125,SUN,0.1223,2,2142,0
6944,NY,Curtis Palmer Hydroelectric,43.2469,-73.8281,WAT,0.5126,59,264944,0
6945,NY,Dahowa Hydro,43.1033,-73.5369,WAT,0.3043,10.5,27990,0
6946,NY,DANC LFGTE Facility,43.82,-75.9175,LFG,0.5358,6.4,30041,0
6947,NY,Danskammer Generating Station,41.571247,-73.974981,NG,0.0049,537.4,23177,"16,582"
6948,NY,Dashville,41.8217,-74.0497,WAT,0.2165,4.8,9103,0
6949,NY,Deer Park,40.760833,-73.193889,SUN,0.1684,2.5,3688,0
6950,NY,Deferiet,44.0381,-75.6806,WAT,0.4303,12,45236,0
6951,NY,Dennison,40.763056,-73.323611,SUN,0.1368,2,2397,0
6952,NY,Dexter Plant,44.003984,-76.041277,WAT,0.553,4.2,20347,0
6953,NY,Diamond Island Plant,43.978626,-75.886102,WAT,0.5001,1.2,5257,0
6954,NY,Diana Hydroelectric,44.151944,-75.321725,WAT,0.2733,1.8,4310,0
6955,NY,Dolgeville Hydro,43.090635,-74.766961,WAT,0.0547,5,2397,0
6956,NY,Dunn Paper,44.336358,-75.50274,WAT,0.6249,1,5474,0
6957,NY,Dutch Hill Wind Project,42.5456,-77.4967,WND,0.2225,37.5,73098,0
6958,NY,Dutchess Cnty Resource Recovery Facility,41.647,-73.943,MSW,0.4683,9.2,37740,"40,262"
6959,NY,E F Barrett,40.616689,-73.647881,NG,0.2683,687.2,1615263,"1,180,275"
6960,NY,E J West,43.318906,-73.920785,WAT,0.2379,22,45853,0
6961,NY,Eagle,43.909714,-75.200831,WAT,0.5662,6,29760,0
6962,NY,East Hampton Facility,40.961706,-72.210277,DFO,0.0516,27.3,12337,"11,704"
6963,NY,East Norfolk,44.7989,-74.9856,WAT,0.5907,4,20699,0
6964,NY,East River,40.7281,-73.9742,NG,0.4912,716.2,3081694,"1,413,227"
6965,NY,Ecogen Wind,42.586944,-77.3125,WND,,79.5,,
6966,NY,Edgewood Energy,40.7861,-73.2931,NG,0.1199,100,105033,"64,904"
6967,NY,Eel Weir,44.638365,-75.49052,WAT,0.3492,2.5,7648,0
6968,NY,Effley,43.922831,-75.277923,WAT,0.5336,3,14022,0
6969,NY,Elmer,43.927536,-75.288322,WAT,0.5921,2,10373,0
6970,NY,Empire Generating Company LLC,42.625239,-73.750021,NG,0.639,653.7,3659284,"1,579,606"
6971,NY,Ephratah,43.0092,-74.5372,WAT,0.3097,4,10850,0
6972,NY,Equus  Power I,40.6439,-73.5683,NG,0.1115,120,117198,"73,630"
6973,NY,Far Rockaway,40.61089,-73.761,NG,,100,,
6974,NY,Farmingdale Fuel Cell,40.7425,-73.4136,NG,,1.4,,
6975,NY,Feeder Dam Hydro Plant,43.289874,-73.665834,WAT,0.5137,5,22498,0
6976,NY,Fenner Wind,42.988989,-75.762536,WND,0.2376,30,62451,0
6977,NY,Finch Paper,43.3084,-73.6376,WDS,0.5451,29,138486,"14,426"
6978,NY,Finger Lakes Solar I,42.814025,-77.045631,SUN,0.0078,2,137,0
6979,NY,Fishers Island 1,41.268611,-72.01,DFO,0.0139,2.6,316,267
6980,NY,Five Falls,44.527491,-74.849177,WAT,0.3992,24,83926,0
6981,NY,Flat Rock,44.2217,-75.0742,WAT,0.3376,5,14788,0
6982,NY,Forestport,43.442468,-75.215946,WAT,0.3188,3.4,9494,0
6983,NY,Fort Miller Hydroelectric Facility,43.160868,-73.584076,WAT,0.4415,5,19337,0
6984,NY,Fortistar North Tonawanda Inc,43.0483,-78.8539,NG,0.1741,55.3,84349,"36,627"
6985,NY,Fourth Branch Hydroelectric Facility,42.787575,-73.691676,WAT,0.5204,3.3,15043,0
6986,NY,Franklin (NY),44.4372,-73.9725,WAT,0.4783,2,8379,0
6987,NY,Freeport Power Plant No. 2,40.6447,-73.5683,NG,0.0537,97.8,46000,"27,473"
6988,NY,Fulton Hydro,43.32411,-76.418984,WAT,0,1.3,0,
6989,NY,Fulton LFGTE Facility,43.0142,-74.4739,LFG,0.4239,3.2,11882,0
6990,NY,General Mills Inc,42.870968,-78.875549,NG,0.2246,3.8,7476,"2,440"
6991,NY,Glen Park Hydroelectric Project,44.000608,-75.961156,WAT,0.4397,32.6,125559,0
6992,NY,Glenwood,40.827149,-73.647473,DFO,0.0011,338,3097,"4,162"
6993,NY,Glenwood Hydro,43.2358,-78.3906,WAT,0.4298,1.5,5648,0
6994,NY,Glenwood Landing Energy Center,40.8275,-73.6478,NG,0.1777,122,189895,"120,258"
6995,NY,Goodyear Lake Plant,42.502473,-74.98356,WAT,0.4235,1.4,5194,0
6996,NY,Gouldtown,43.612619,-75.339072,WAT,0.6305,2,11047,0
6997,NY,Gowanus Generating Station,40.6635,-74.0051,DFO,0.0026,733,16663,"20,366"
6998,NY,Grahamsville,41.8592,-74.5106,WAT,0.4327,18,68225,0
6999,NY,Granby,43.323441,-76.420841,WAT,0.3821,10,33472,0
7000,NY,Green Island Hydroelectric Station,42.748106,-73.69022,WAT,0.6731,6,35376,0
7001,NY,Greene County Meter #1,42.294823,-74.00076,SUN,,1.5,,
7002,NY,Greenidge Generation LLC,42.6789,-76.9483,BIT,0,162,0,
7003,NY,Greenport,41.1055,-72.3758,DFO,0.0004,10.1,32,29
7004,NY,Hailesboro 4 Plant,44.311681,-75.444992,WAT,0.8114,1.4,9951,0
7005,NY,Hamilton College,43.051067,-75.40956,SUN,,2,,
7006,NY,Hampshire Paper,44.296544,-75.36645,WAT,0.5663,3.4,16867,0
7007,NY,Hannawa,44.6192,-74.9733,WAT,0.659,8,46179,0
7008,NY,Hardscrabble Wind Power LLC,43.112222,-74.878888,WND,0.2808,74,182013,0
7009,NY,Harford Solar Farm,42.448,-76.245,SUN,0.0018,2,32,0
7010,NY,Harlem River Yard,40.7991,-73.9156,NG,0.0526,94,43276,"29,790"
7011,NY,Harris Lake,43.9719,-74.1861,DFO,0.0033,4.2,120,244
7012,NY,"Hawkeye Energy Greenport, LLC",41.10603,-72.376155,DFO,0.0266,54,12579,"11,957"
7013,NY,Hell Gate,40.799,-73.9094,NG,0.0474,94,39046,"26,875"
7014,NY,Herkimer,43.033577,-74.983391,WAT,,2,,
7015,NY,Herrings,44.0217,-75.6511,WAT,0.3333,5.4,15766,0
7016,NY,Heuvelton,44.6172,-75.4042,WAT,0.3978,1,3485,0
7017,NY,Hewittville Hydroelectric,44.705167,-75.007933,WAT,0.5362,3,14091,0
7018,NY,High Acres Gas Recovery,43.081667,-77.381667,LFG,0.941,9.6,79138,0
7019,NY,High Dam,43.4436,-76.4961,WAT,0.3415,11.9,35598,0
7020,NY,High Falls - Croghan NY,43.9247,-75.3731,WAT,0.5294,6,27824,0
7021,NY,High Falls - Saranac NY,44.6389,-73.7492,WAT,0.5043,15,66265,0
7022,NY,High Sheldon Wind Farm,42.7794,-78.4269,WND,0.2728,112,267599,0
7023,NY,Higley,44.5306,-74.9331,WAT,0.3145,12,33061,0
7024,NY,Hillburn,41.1269,-74.1653,NG,0.0007,46.5,296,371
7025,NY,Hilton NY Co Gen Plant,40.7625,-73.979167,NG,0.2375,1.8,3745,"1,499"
7026,NY,Hofstra University,40.7139,-73.6003,NG,0.2928,2.2,5643,"2,447"
7027,NY,Hollow Dam Power Partnership,44.296453,-75.336142,WAT,0.2858,1,2504,0
7028,NY,Holtsville Facility,40.817037,-73.066265,DFO,0.0073,567,36237,"45,510"
7029,NY,Honeywell Farms,40.69728,-73.799783,NG,0.1915,4.4,7381,"4,940"
7030,NY,Houghton,42.426731,-78.156589,SUN,0.1392,2.6,3171,0
7031,NY,Howard Wind Farm,42.315278,-77.538333,WND,0.2557,59.5,133297,0
7032,NY,Hudson Avenue,40.7052,-73.9807,KER,0.0007,108.9,623,"1,633"
7033,NY,Hudson Falls Hydroelectric Project,43.2958,-73.5956,WAT,0.4361,44,168098,0
7034,NY,Huntington Resource Recovery Facility,40.8814,-73.2906,MSW,0.7938,28,194698,"175,697"
7035,NY,Huntley Power,42.97,-78.93,SUB,0.0374,780,255738,"288,992"
7036,NY,HVCC Cogen Plant,42.696944,-73.68,DFO,0.21,8.1,14899,"10,185"
7037,NY,Hydraulic Race,43.170948,-78.691551,WAT,0.4066,3,10685,0
7038,NY,Hyland LFGTE Facility,42.2853,-78.0061,LFG,0.6759,6.4,37893,0
7039,NY,Indeck-Corinth Energy Center,43.25,-73.8125,NG,0.5284,147,680434,"315,474"
7040,NY,Indeck-Olean Energy Center,42.085944,-78.45425,NG,0.1521,90.6,120697,"64,795"
7041,NY,Indeck-Oswego Energy Center,43.471745,-76.493474,NG,0.105,57.4,52785,"29,261"
7042,NY,Indeck-Silver Springs Energy Center,42.6544,-78.0772,NG,0.1648,56.6,81725,"45,522"
7043,NY,Indeck-Yerkes Energy Center,42.9671,-78.9182,NG,0.1972,59.9,103464,"62,156"
7044,NY,Independence,43.495,-76.4511,NG,0.4991,"1,086.10",4748252,"1,740,044"
7045,NY,Indian Point 2,41.270556,-73.9527,NUC,0.5317,"1,299.00",6050001,0
7046,NY,Indian Point 3,41.2706,-73.9526,NUC,1.0238,"1,012.00",9076168,0
7047,NY,Inghams,43.061017,-74.764347,WAT,0.3454,6,18155,0
